date,COUNTRY_NAME,totalcases,dailycases,totaldeaths,dailydeaths,panic_index,MHI,sentiment_index,MCI
2020-06-12,Worldwide,7636651,119006,447156,4512,2.36,37.76,-6.83,73.72
2020-06-11,Worldwide,7517645,153346,442644,5630,2.2,37.19,-7.53,74.33
2020-06-10,Worldwide,7364299,118973,437014,5141,2.52,38,-8.41,72.95
2020-06-09,Worldwide,7245326,123316,431873,5264,2.38,38.83,-3.24,73.27
2020-06-08,Worldwide,7122010,107124,426609,4276,3.24,41.1,-5.14,68.22
2020-06-07,Worldwide,7014886,114520,422333,3216,3.24,39.33,-5.32,70.94
2020-06-06,Worldwide,6900366,126027,419117,4305,2.4,38.58,-10.24,73.41
2020-06-05,Worldwide,6774339,137427,414812,5411,2.39,39.2,-16.83,73.81
2020-06-04,Worldwide,6636912,128211,409401,5511,2.45,38.31,-16.14,73.99
2020-06-03,Worldwide,6508701,118641,403890,5919,2.77,37.42,-14.78,73.95
2020-06-02,Worldwide,6390060,121100,397971,5268,2.92,39.1,-12.78,73.22
2020-06-01,Worldwide,6268960,98913,392703,3973,4.1,42.1,-11.29,71.41
2020-05-31,Worldwide,6170047,107743,388730,3230,3.75,40.92,-12.1,71.09
2020-05-30,Worldwide,6062304,134856,385500,4577,2.74,41.21,-12.14,76.43
2020-05-29,Worldwide,5927448,115453,380923,5074,2.85,44.14,-13.29,75.71
2020-05-28,Worldwide,5811995,116751,375849,5062,3.08,44.25,-13.61,76.82
2020-05-27,Worldwide,5695244,102808,370787,5404,3.11,45.54,-14.19,75.54
2020-05-26,Worldwide,5592436,94267,365383,4674,3.39,49.93,-15.05,72.73
2020-05-25,Worldwide,5498169,87278,360709,1582,4.2,52.75,-15.93,75.54
2020-05-24,Worldwide,5410891,97401,359127,3349,3.9,50.74,-16.51,71.87
2020-05-23,Worldwide,5313490,99066,355778,4317,3.28,45.82,-20.95,76.27
2020-05-22,Worldwide,5214424,108548,351461,5699,3.02,45.61,-19.78,77.07
2020-05-21,Worldwide,5105876,106106,345762,5170,3.08,47.3,-19.78,77.35
2020-05-20,Worldwide,4999770,98902,340592,5228,3.14,47.03,-22.75,76.61
2020-05-19,Worldwide,4900868,95247,335364,5194,2.9,47.82,-24.21,77.17
2020-05-18,Worldwide,4805621,88132,330170,3765,4.01,53.11,-29.76,75.24
2020-05-17,Worldwide,4717489,80440,326405,3738,3.18,45.89,-30.1,75.03
2020-05-16,Worldwide,4637049,91694,322667,4573,3.36,46.84,-30.49,76.13
2020-05-15,Worldwide,4545355,100525,318094,5689,3.65,48.27,-32.36,80.09
2020-05-14,Worldwide,4444830,94392,312405,5605,3.5,48.57,-31.82,77.76
2020-05-13,Worldwide,4350438,85617,306800,5520,3.24,48.66,-31.4,76.53
2020-05-12,Worldwide,4264821,84970,301280,5974,3.66,49.35,-31.48,77.23
2020-05-11,Worldwide,4179851,75119,295306,4093,6.18,58.41,-31.66,76.58
2020-05-10,Worldwide,4104732,78049,291213,3899,4.94,52.21,-30.16,72.71
2020-05-09,Worldwide,4026683,85250,287314,4802,3.45,47.69,-30.34,77.44
2020-05-08,Worldwide,3941433,91816,282512,5713,3.07,47.97,-30.06,79.37
2020-05-07,Worldwide,3849617,90528,276799,6096,3.24,50.05,-32.24,78.88
2020-05-06,Worldwide,3759089,93801,270703,6797,3.12,49.84,-32.28,78.46
2020-05-05,Worldwide,3665288,79417,263906,5917,3.56,51.32,-38.04,77.92
2020-05-04,Worldwide,3585871,75831,257989,4480,5.65,57.65,-33.97,77.25
2020-05-03,Worldwide,3510040,77692,253509,4088,4.54,50.75,-34.94,76.86
2020-05-02,Worldwide,3432348,83467,249421,5692,3.55,49.39,-34.72,81.52
2020-05-01,Worldwide,3348881,87790,243729,5577,3.39,49.1,-34.5,79.27
2020-04-30,Worldwide,3261091,63175,238152,5854,3.44,50.79,-34.23,78.5
2020-04-29,Worldwide,3197916,78574,232298,10674,3.55,51.48,-34.76,80.74
2020-04-28,Worldwide,3119342,75168,221624,6276,3.57,51.2,-33.82,79.58
2020-04-27,Worldwide,3044174,70430,215348,4884,5.22,57.88,-38.03,78.13
2020-04-26,Worldwide,2973744,74256,210464,4083,4.49,54.28,-38.63,74.92
2020-04-25,Worldwide,2899488,86862,206381,5976,4.14,53.46,-39.18,80.73
2020-04-24,Worldwide,2812626,102847,200405,6486,3.8,52.84,-42.94,79.93
2020-04-23,Worldwide,2709779,79893,193919,7957,3.94,53.04,-50.52,79
2020-04-22,Worldwide,2629886,79222,185962,6690,3.83,54.26,-58.89,80.13
2020-04-21,Worldwide,2550664,77281,179272,6703,4.21,53.99,-63.6,79.43
2020-04-20,Worldwide,2473383,70507,172569,5164,5.52,61.16,-66.38,79.33
2020-04-19,Worldwide,2402876,79982,167405,5678,5.19,61.29,-66.34,77.77
2020-04-18,Worldwide,2322894,81352,161727,5842,4.46,56.62,-66.84,80.04
2020-04-17,Worldwide,2241542,87845,155885,10176,4.2,55.79,-65.97,80.07
2020-04-16,Worldwide,2153697,96408,145709,9695,4.23,56,-61.51,81.01
2020-04-15,Worldwide,2057289,80896,136014,8329,4.11,56.55,-56.22,80.19
2020-04-14,Worldwide,1976393,71213,127685,6632,4.65,57.9,-51.56,80.27
2020-04-13,Worldwide,1905180,70297,121053,5568,6.41,63.99,-51.62,79.42
2020-04-12,Worldwide,1834883,98978,115485,5786,6.6,64.54,-51.82,79.41
2020-04-11,Worldwide,1735905,78234,109699,6110,5.79,62.26,-52.56,79.76
2020-04-10,Worldwide,1657671,93293,103589,7136,4.53,58.37,-53.96,82.95
2020-04-09,Worldwide,1564378,83781,96453,7189,5.03,56.77,-56.64,81.75
2020-04-08,Worldwide,1480597,85279,89264,6529,5.16,57.33,-60.57,82.39
2020-04-07,Worldwide,1395318,73252,82735,7384,4.94,59.18,-55.74,81.17
2020-04-06,Worldwide,1322066,72477,75351,5311,6.66,68.46,-56.68,79.84
2020-04-05,Worldwide,1249589,72168,70040,4878,7.06,66.34,-57.42,78.73
2020-04-04,Worldwide,1177421,80627,65162,5943,5.79,60.11,-56.75,81.4
2020-04-03,Worldwide,1096794,83504,59219,5869,4.94,58.45,-56.9,82.59
2020-04-02,Worldwide,1013290,80429,53350,5829,5.23,56.45,-59.05,81.19
2020-04-01,Worldwide,932861,75060,47521,5196,4.8,55.95,-60.36,81.1
2020-03-31,Worldwide,857801,75091,42325,4503,5.3,58.16,-69.92,82.31
2020-03-30,Worldwide,782710,62344,37822,3673,9.21,69.27,-67.34,81.45
2020-03-29,Worldwide,720366,56938,34149,3258,7.86,66.2,-66.33,80.99
2020-03-28,Worldwide,663428,69662,30891,3567,5.92,59.03,-65.87,83.93
2020-03-27,Worldwide,593766,63653,27324,3222,5.42,59.51,-62.59,82.12
2020-03-26,Worldwide,530113,62124,24102,2803,6.25,59.5,-59.65,81.68
2020-03-25,Worldwide,467989,49739,21299,2586,6.63,60.07,-59.01,82.2
2020-03-24,Worldwide,418250,39299,18713,2128,6.13,58.66,-58.59,80.8
2020-03-23,Worldwide,378951,40463,16585,1903,8.05,68.87,-61.35,82.61
2020-03-22,Worldwide,338488,34669,14682,1666,9.02,66.59,-61.38,78.7
2020-03-21,Worldwide,303819,32375,13016,1669,6.9,56.92,-61.88,79.88
2020-03-20,Worldwide,271444,29570,11347,1440,6.98,55.71,-64.22,78.2
2020-03-19,Worldwide,241874,27630,9907,1138,6.49,52.98,-66.26,77.86
2020-03-18,Worldwide,214244,17643,8769,841,6.32,52.11,-65.23,76.57
2020-03-17,Worldwide,196601,15576,7928,780,6.58,50.22,-66.03,75.58
2020-03-16,Worldwide,181025,14023,7148,695,8.8,61.16,-68.7,78.98
2020-03-15,Worldwide,167002,11144,6453,630,7.68,55.88,-68.71,75.51
2020-03-14,Worldwide,155858,10885,5823,416,7.01,47.08,-68.52,66.99
2020-03-13,Worldwide,144973,16781,5407,679,6.06,41.48,-60.96,65.37
2020-03-12,Worldwide,128192,2479,4728,108,4.07,33.27,-54.37,64.62
2020-03-11,Worldwide,125713,7241,4620,354,4.26,31.24,-46.61,61.62
2020-03-10,Worldwide,118472,4799,4266,262,4.78,28.57,-38.29,60.74
2020-03-09,Worldwide,113673,3948,4004,199,5.23,29.85,-33.72,61.18
2020-03-08,Worldwide,109725,3971,3805,241,4.03,28.3,-30.93,58.12
2020-03-07,Worldwide,105754,4061,3564,103,3.38,24.68,-32.29,57.43
2020-03-06,Worldwide,101693,3802,3461,113,2.83,21.96,-37.14,57.05
2020-03-05,Worldwide,97891,2811,3348,94,2.84,22.19,-42.39,55.65
2020-03-04,Worldwide,95080,2251,3254,94,2.59,21.12,-48.56,55.2
2020-03-03,Worldwide,92829,2545,3160,74,2.69,19.7,-53.82,54.71
2020-03-02,Worldwide,90284,1939,3086,89,3,20.38,-55.2,57.26
2020-03-01,Worldwide,88345,2353,2997,55,2.86,17.23,-58.76,54.89
2020-02-29,Worldwide,85992,1886,2942,70,3.04,18.5,-57.06,53.28
2020-02-28,Worldwide,84106,1369,2872,58,2.29,15.64,-56.89,48.77
2020-02-27,Worldwide,82737,1357,2814,44,1.68,14.23,-50,46.31
2020-02-26,Worldwide,81380,982,2770,62,1.33,11.63,-49.36,43
2020-02-25,Worldwide,80398,846,2708,79,1.62,12.77,-49.33,41.51
2020-02-24,Worldwide,79552,589,2629,160,1.58,12.02,-52.26,41.22
2020-02-23,Worldwide,78963,386,2469,11,1.12,9.27,-44.11,36.84
2020-02-22,Worldwide,78577,1756,2458,207,1.21,9.96,-39.86,35.43
2020-02-21,Worldwide,76821,644,2251,4,0.72,8.7,-39.99,36.01
2020-02-20,Worldwide,76177,558,2247,125,0.63,8.77,-41.49,36.49
2020-02-19,Worldwide,75619,503,2122,115,0.72,10.43,-37.42,39.91
2020-02-18,Worldwide,75116,1878,2007,139,1.05,11.26,-32.9,39.55
2020-02-17,Worldwide,73238,2034,1868,98,1.28,10.16,-30.11,40.06
2020-02-16,Worldwide,71204,2193,1770,104,1.13,8.86,-33.29,37.67
2020-02-15,Worldwide,69011,2143,1666,143,0.8,9.11,-34.11,37.85
2020-02-14,Worldwide,66868,6517,1523,152,0.73,9.89,-27.7,39.8
2020-02-13,Worldwide,60351,15147,1371,253,0.88,9.25,-26.06,38.66
2020-02-12,Worldwide,45204,419,1118,5,0.88,8.95,-26.12,38.07
2020-02-11,Worldwide,44785,2040,1113,100,1.04,9.83,-25.48,37.24
2020-02-10,Worldwide,42745,2610,1013,107,1.69,10.38,-28.14,41.74
2020-02-09,Worldwide,40135,3030,906,100,1.81,9.45,-33.6,39.66
2020-02-08,Worldwide,37105,2725,806,87,1.33,8.83,-38.67,39.45
2020-02-07,Worldwide,34380,3574,719,85,1.19,9.31,-45.14,37.3
2020-02-06,Worldwide,30806,3182,634,70,0.93,10.44,-52.04,37.66
2020-02-05,Worldwide,27624,3742,564,72,1.27,10.5,-52.33,37.03
2020-02-04,Worldwide,23882,4009,492,66,1.74,11.12,-52.9,38.57
2020-02-03,Worldwide,19873,3094,426,64,1.48,12.33,-49.66,45.81
2020-02-02,Worldwide,16779,4749,362,103,1.49,10.41,-49.69,42.32
2020-02-01,Worldwide,12030,2113,259,46,1.48,11.27,-49.34,40.39
2020-01-31,Worldwide,9917,1690,213,42,1.34,9.85,-52.11,37.71
2020-01-30,Worldwide,8227,2069,171,38,1.22,9.82,-51.87,36.28
2020-01-29,Worldwide,6158,584,133,2,1.07,9.06,-57.24,34.2
2020-01-28,Worldwide,5574,2651,131,49,0.99,7.79,-61.96,31.94
2020-01-27,Worldwide,2923,809,82,26,1.34,8.93,-53.19,37.63
2020-01-26,Worldwide,2114,680,56,14,1.44,7.91,-46.64,31.91
2020-01-25,Worldwide,1434,493,42,16,1.06,6.21,-49.37,28.89
2020-01-24,Worldwide,941,-156,26,-8,0.79,5.36,-53.82,24.7
2020-01-23,Worldwide,1097,540,34,17,0.71,4.27,-46.36,21.91
2020-01-22,Worldwide,0,0,0,0,0.59,3.27,-50.65,19.85
2020-01-21,Worldwide,0,0,0,0,0.39,1.26,-25.7,12.96
2020-01-20,Worldwide,0,0,0,0,0.2,0.86,-27.69,13.62
2020-01-19,Worldwide,0,0,0,0,0.16,0.77,-29.21,11.44
2020-01-18,Worldwide,0,0,0,0,0.11,0.49,-25.87,9.31
2020-01-17,Worldwide,0,0,0,0,0.03,0.25,-16.48,5.99
2020-01-16,Worldwide,0,0,0,0,0.02,0.16,-14.32,4.68
2020-01-15,Worldwide,0,0,0,0,0.01,0.12,-8.56,3.3
2020-01-14,Worldwide,0,0,0,0,0.03,0.16,-8.05,4.27
2020-01-13,Worldwide,0,0,0,0,0.04,0.15,-7.93,3.1
2020-01-12,Worldwide,0,0,0,0,0.08,0.39,-7.92,8.19
2020-01-11,Worldwide,0,0,0,0,0.01,0.05,-2.82,1.88
2020-01-10,Worldwide,0,0,0,0,0.01,0.21,-5.33,6.1
2020-01-09,Worldwide,0,0,0,0,0,0.02,-2.49,0.95
2020-01-08,Worldwide,0,0,0,0,0.01,0.02,-2.4,0.66
2020-01-07,Worldwide,0,0,0,0,0,0.05,-1.92,1.59
2020-01-06,Worldwide,0,0,0,0,0,0.04,0.26,1.19
2020-01-05,Worldwide,0,0,0,0,0,0.02,0.35,0.67
2020-01-04,Worldwide,0,0,0,0,0,0.03,0.41,1.07
2020-01-03,Worldwide,0,0,0,0,0,0,0.26,0.2
2020-01-02,Worldwide,0,0,0,0,0.01,0.01,0.26,0.3
2020-01-01,Worldwide,0,0,0,0,0,0,0.35,0.09
