date,MHI,btc_price,dailycases,sentiment_index
2020-05-15,48.27,9318,100525,-32.36
2020-05-14,48.57,9778.4,94392,-31.82
2020-05-13,48.66,9298.7,85617,-31.4
2020-05-12,49.35,8813.8,84970,-31.48
2020-05-11,58.41,8579.8,75119,-31.66
2020-05-10,52.21,8738.8,78049,-30.16
2020-05-09,47.69,9554.6,85250,-30.34
2020-05-08,47.97,9806.2,91816,-30.06
2020-05-07,50.05,9979.8,90528,-32.24
2020-05-06,49.84,9151.4,93801,-32.28
2020-05-05,51.32,9001,79417,-38.04
2020-05-04,57.65,8874.7,75831,-33.97
2020-05-03,50.75,8885.5,77692,-34.94
2020-05-02,49.39,8966.3,83467,-34.72
2020-05-01,49.1,8821.6,87790,-34.5
2020-04-30,50.79,8629,63175,-34.23
2020-04-29,51.48,8770.9,78574,-34.76
2020-04-28,51.2,7746.9,75168,-33.82
2020-04-27,57.88,7766,70430,-38.03
2020-04-26,54.28,7678.9,74256,-38.63
2020-04-25,53.46,7540.4,86862,-39.18
2020-04-24,52.84,7503.8,102847,-42.94
2020-04-23,53.04,7488.5,79893,-50.52
2020-04-22,54.26,7112.9,79222,-58.89
2020-04-21,53.99,6842.5,77281,-63.6
2020-04-20,61.16,6833.5,70507,-66.38
2020-04-19,61.29,7122.9,79982,-66.34
2020-04-18,56.62,7230.8,81352,-66.84
2020-04-17,55.79,7035.8,87845,-65.97
2020-04-16,56,7085.6,96408,-61.51
2020-04-15,56.55,6629.1,80896,-56.22
2020-04-14,57.9,6850.9,71213,-51.56
2020-04-13,63.99,6841.3,70297,-51.62
2020-04-12,64.54,6917.6,98978,-51.82
2020-04-11,62.26,6867.8,78234,-52.56
2020-04-10,58.37,6863.1,93293,-53.96
2020-04-09,56.77,7289,83781,-56.64
2020-04-08,57.33,7361.2,85279,-60.57
2020-04-07,59.18,7185.2,73252,-55.74
2020-04-06,68.46,7332.3,72477,-56.68
2020-04-05,66.34,6772.7,72168,-57.42
2020-04-04,60.11,6857.4,80627,-56.75
2020-04-03,58.45,6735.9,83504,-56.9
2020-04-02,56.45,6800.5,80429,-59.05
2020-04-01,55.95,6638.5,75060,-60.36
2020-03-31,58.16,6412.5,75091,-69.92
2020-03-30,69.27,6391,62344,-67.34
2020-03-29,66.2,5890.4,56938,-66.33
2020-03-28,59.03,6233.7,69662,-65.87
2020-03-27,59.51,6373.4,63653,-62.59
2020-03-26,59.5,6725.1,62124,-59.65
2020-03-25,60.07,6678.9,49739,-59.01
2020-03-24,58.66,6744.6,39299,-58.59
2020-03-23,68.87,6468.9,40463,-61.35
2020-03-22,66.59,5822.1,34669,-61.38
2020-03-21,56.92,6186.2,32375,-61.88
2020-03-20,55.71,6205.3,29570,-64.22
2020-03-19,52.98,6172,27630,-66.26
2020-03-18,52.11,5361.4,17643,-65.23
2020-03-17,50.22,5261.1,15576,-66.03
2020-03-16,61.16,5030,14023,-68.7
2020-03-15,55.88,5366.3,11144,-68.71
2020-03-14,47.08,5182.7,10885,-68.52
2020-03-13,41.48,5584.3,16781,-60.96
2020-03-12,33.27,4826,2479,-54.37
2020-03-11,31.24,7935.1,7241,-46.61
2020-03-10,28.57,7891.2,4799,-38.29
2020-03-09,29.85,7933,3948,-33.72
2020-03-08,28.3,8034.1,3971,-30.93
2020-03-07,24.68,8887.8,4061,-32.29
2020-03-06,21.96,9134.8,3802,-37.14
2020-03-05,22.19,9060.3,2811,-42.39
2020-03-04,21.12,8757.9,2251,-48.56
2020-03-03,19.7,8761.4,2545,-53.82
2020-03-02,20.38,8904.8,1939,-55.2
2020-03-01,17.23,8540,2353,-58.76
2020-02-29,18.5,8543.7,1886,-57.06
2020-02-28,15.64,8697.5,1369,-56.89
2020-02-27,14.23,8818.6,1357,-50
2020-02-26,11.63,8800.3,982,-49.36
2020-02-25,12.77,9317.2,846,-49.33
2020-02-24,12.02,9662.7,589,-52.26
2020-02-23,9.27,9942.7,386,-44.11
2020-02-22,9.96,9655.7,1756,-39.86
2020-02-21,8.7,9684.5,644,-39.99
2020-02-20,8.77,9602.4,558,-41.49
2020-02-19,10.43,9609.4,503,-37.42
2020-02-18,11.26,10158.4,1878,-32.9
2020-02-17,10.16,9701.4,2034,-30.11
2020-02-16,8.86,9932.3,2193,-33.29
2020-02-15,9.11,9907.7,2143,-34.11
2020-02-14,9.89,10333,6517,-27.7
2020-02-13,9.25,10235.1,15147,-26.06
2020-02-12,8.95,10317.7,419,-26.12
2020-02-11,9.83,10229.5,2040,-25.48
2020-02-10,10.38,9854.1,2610,-28.14
2020-02-09,9.45,10151.5,3030,-33.6
2020-02-08,8.83,9895.5,2725,-38.67
2020-02-07,9.31,9818.6,3574,-45.14
2020-02-06,10.44,9772,3182,-52.04
2020-02-05,10.5,9611.8,3742,-52.33
2020-02-04,11.12,9193.9,4009,-52.9
2020-02-03,12.33,9296.6,3094,-49.66
2020-02-02,10.41,9334.9,4749,-49.69
2020-02-01,11.27,9381.6,2113,-49.34
2020-01-31,9.85,9349.1,1690,-52.11
2020-01-30,9.82,9507.3,2069,-51.87
2020-01-29,9.06,9298.9,584,-57.24
2020-01-28,7.79,9377.3,2651,-61.96
2020-01-27,8.93,8866.6,809,-53.19
2020-01-26,7.91,8607.8,680,-46.64
2020-01-25,6.21,8341.6,493,-49.37
2020-01-24,5.36,8439.9,-156,-53.82
2020-01-23,4.27,8405.1,540,-46.36
2020-01-22,3.27,8678.5,0,-50.65
2020-01-21,1.26,8732.6,0,-25.7
2020-01-20,0.86,8641.9,0,-27.69
2020-01-19,0.77,8706.2,0,-29.21
2020-01-18,0.49,8916.3,0,-25.87
2020-01-17,0.25,8913.1,0,-16.48
2020-01-16,0.16,8726.9,0,-14.32
2020-01-15,0.12,8818.3,0,-8.56
2020-01-14,0.16,8829.2,0,-8.05
2020-01-13,0.15,8111.4,0,-7.93
2020-01-12,0.39,8187.6,0,-7.92
2020-01-11,0.05,8024.1,0,-2.82
2020-01-10,0.21,8187.1,0,-5.33
2020-01-09,0.02,7842.4,0,-2.49
2020-01-08,0.02,8059.6,0,-2.4
2020-01-07,0.05,8155.7,0,-1.92
2020-01-06,0.04,7759.1,0,0.26
2020-01-05,0.02,7372.5,0,0.35
2020-01-04,0.03,7376.8,0,0.41
2020-01-03,0,7343.1,0,0.26
2020-01-02,0.01,6967,0,0.26
2020-01-01,0,7199.8,0,0.35
