date,fngvalue,fngclassification,year,dailydeaths,panic_index,MHI,sentiment_index,MCI
05/06/2020,53,Neutral,2020,5411,2.39,39.2,-16.83,73.81
04/06/2020,54,Neutral,2020,5511,2.45,38.31,-16.14,73.99
03/06/2020,48,Neutral,2020,5919,2.77,37.42,-14.78,73.95
02/06/2020,56,Greed,2020,5268,2.92,39.1,-12.78,73.22
01/06/2020,50,Neutral,2020,3973,4.1,42.1,-11.29,71.41
31/05/2020,51,Neutral,2020,3230,3.75,40.92,-12.1,71.09
30/05/2020,48,Neutral,2020,4577,2.74,41.21,-12.14,76.43
29/05/2020,48,Neutral,2020,5074,2.85,44.14,-13.29,75.71
28/05/2020,41,Fear,2020,5062,3.08,44.25,-13.61,76.82
27/05/2020,39,Fear,2020,5404,3.11,45.54,-14.19,75.54
26/05/2020,39,Fear,2020,4674,3.39,49.93,-15.05,72.73
25/05/2020,41,Fear,2020,1582,4.2,52.75,-15.93,75.54
24/05/2020,43,Fear,2020,3349,3.9,50.74,-16.51,71.87
23/05/2020,40,Fear,2020,4317,3.28,45.82,-20.95,76.27
22/05/2020,42,Fear,2020,5699,3.02,45.61,-19.78,77.07
21/05/2020,49,Neutral,2020,5170,3.08,47.3,-19.78,77.35
20/05/2020,52,Neutral,2020,5228,3.14,47.03,-22.75,76.61
19/05/2020,50,Neutral,2020,5194,2.9,47.82,-24.21,77.17
18/05/2020,50,Neutral,2020,3765,4.01,53.11,-29.76,75.24
17/05/2020,40,Fear,2020,3738,3.18,45.89,-30.1,75.03
16/05/2020,41,Fear,2020,4573,3.36,46.84,-30.49,76.13
15/05/2020,44,Fear,2020,5689,3.65,48.27,-32.36,80.09
14/05/2020,40,Fear,2020,5605,3.5,48.57,-31.82,77.76
13/05/2020,41,Fear,2020,5520,3.24,48.66,-31.4,76.53
12/05/2020,39,Fear,2020,5974,3.66,49.35,-31.48,77.23
11/05/2020,40,Fear,2020,4093,6.18,58.41,-31.66,76.58
10/05/2020,48,Neutral,2020,3899,4.94,52.21,-30.16,72.71
09/05/2020,56,Greed,2020,4802,3.45,47.69,-30.34,77.44
08/05/2020,55,Greed,2020,5713,3.07,47.97,-30.06,79.37
07/05/2020,49,Neutral,2020,6096,3.24,50.05,-32.24,78.88
06/05/2020,42,Fear,2020,6797,3.12,49.84,-32.28,78.46
05/05/2020,40,Fear,2020,5917,3.56,51.32,-38.04,77.92
04/05/2020,44,Fear,2020,4480,5.65,57.65,-33.97,77.25
03/05/2020,45,Fear,2020,4088,4.54,50.75,-34.94,76.86
02/05/2020,40,Fear,2020,5692,3.55,49.39,-34.72,81.52
01/05/2020,40,Fear,2020,5577,3.39,49.1,-34.5,79.27
30/04/2020,44,Fear,2020,5854,3.44,50.79,-34.23,78.5
29/04/2020,26,Fear,2020,10674,3.55,51.48,-34.76,80.74
28/04/2020,26,Fear,2020,6276,3.57,51.2,-33.82,79.58
27/04/2020,28,Fear,2020,4884,5.22,57.88,-38.03,78.13
26/04/2020,21,Extreme Fear,2020,4083,4.49,54.28,-38.63,74.92
25/04/2020,24,Extreme Fear,2020,5976,4.14,53.46,-39.18,80.73
24/04/2020,20,Extreme Fear,2020,6486,3.8,52.84,-42.94,79.93
23/04/2020,19,Extreme Fear,2020,7957,3.94,53.04,-50.52,79
22/04/2020,19,Extreme Fear,2020,6690,3.83,54.26,-58.89,80.13
21/04/2020,17,Extreme Fear,2020,6703,4.21,53.99,-63.6,79.43
20/04/2020,15,Extreme Fear,2020,5164,5.52,61.16,-66.38,79.33
19/04/2020,16,Extreme Fear,2020,5678,5.19,61.29,-66.34,77.77
18/04/2020,18,Extreme Fear,2020,5842,4.46,56.62,-66.84,80.04
17/04/2020,15,Extreme Fear,2020,10176,4.2,55.79,-65.97,80.07
16/04/2020,13,Extreme Fear,2020,9695,4.23,56,-61.51,81.01
15/04/2020,18,Extreme Fear,2020,8329,4.11,56.55,-56.22,80.19
14/04/2020,15,Extreme Fear,2020,6632,4.65,57.9,-51.56,80.27
13/04/2020,11,Extreme Fear,2020,5568,6.41,63.99,-51.62,79.42
12/04/2020,10,Extreme Fear,2020,5786,6.6,64.54,-51.82,79.41
11/04/2020,15,Extreme Fear,2020,6110,5.79,62.26,-52.56,79.76
10/04/2020,15,Extreme Fear,2020,7136,4.53,58.37,-53.96,82.95
09/04/2020,22,Extreme Fear,2020,7189,5.03,56.77,-56.64,81.75
08/04/2020,21,Extreme Fear,2020,6529,5.16,57.33,-60.57,82.39
07/04/2020,20,Extreme Fear,2020,7384,4.94,59.18,-55.74,81.17
06/04/2020,12,Extreme Fear,2020,5311,6.66,68.46,-56.68,79.84
05/04/2020,12,Extreme Fear,2020,4878,7.06,66.34,-57.42,78.73
04/04/2020,12,Extreme Fear,2020,5943,5.79,60.11,-56.75,81.4
03/04/2020,14,Extreme Fear,2020,5869,4.94,58.45,-56.9,82.59
02/04/2020,14,Extreme Fear,2020,5829,5.23,56.45,-59.05,81.19
01/04/2020,12,Extreme Fear,2020,5196,4.8,55.95,-60.36,81.1
31/03/2020,12,Extreme Fear,2020,4503,5.3,58.16,-69.92,82.31
30/03/2020,10,Extreme Fear,2020,3673,9.21,69.27,-67.34,81.45
29/03/2020,12,Extreme Fear,2020,3258,7.86,66.2,-66.33,80.99
28/03/2020,8,Extreme Fear,2020,3567,5.92,59.03,-65.87,83.93
27/03/2020,12,Extreme Fear,2020,3222,5.42,59.51,-62.59,82.12
26/03/2020,14,Extreme Fear,2020,2803,6.25,59.5,-59.65,81.68
25/03/2020,13,Extreme Fear,2020,2586,6.63,60.07,-59.01,82.2
24/03/2020,12,Extreme Fear,2020,2128,6.13,58.66,-58.59,80.8
23/03/2020,10,Extreme Fear,2020,1903,8.05,68.87,-61.35,82.61
22/03/2020,11,Extreme Fear,2020,1666,9.02,66.59,-61.38,78.7
21/03/2020,9,Extreme Fear,2020,1669,6.9,56.92,-61.88,79.88
20/03/2020,9,Extreme Fear,2020,1440,6.98,55.71,-64.22,78.2
19/03/2020,12,Extreme Fear,2020,1138,6.49,52.98,-66.26,77.86
18/03/2020,11,Extreme Fear,2020,841,6.32,52.11,-65.23,76.57
17/03/2020,8,Extreme Fear,2020,780,6.58,50.22,-66.03,75.58
16/03/2020,9,Extreme Fear,2020,695,8.8,61.16,-68.7,78.98
15/03/2020,12,Extreme Fear,2020,630,7.68,55.88,-68.71,75.51
14/03/2020,8,Extreme Fear,2020,416,7.01,47.08,-68.52,66.99
13/03/2020,10,Extreme Fear,2020,679,6.06,41.48,-60.96,65.37
12/03/2020,14,Extreme Fear,2020,108,4.07,33.27,-54.37,64.62
11/03/2020,17,Extreme Fear,2020,354,4.26,31.24,-46.61,61.62
10/03/2020,16,Extreme Fear,2020,262,4.78,28.57,-38.29,60.74
09/03/2020,17,Extreme Fear,2020,199,5.23,29.85,-33.72,61.18
08/03/2020,33,Fear,2020,241,4.03,28.3,-30.93,58.12
07/03/2020,38,Fear,2020,103,3.38,24.68,-32.29,57.43
06/03/2020,39,Fear,2020,113,2.83,21.96,-37.14,57.05
05/03/2020,41,Fear,2020,94,2.84,22.19,-42.39,55.65
04/03/2020,40,Fear,2020,94,2.59,21.12,-48.56,55.2
03/03/2020,38,Fear,2020,74,2.69,19.7,-53.82,54.71
02/03/2020,38,Fear,2020,89,3,20.38,-55.2,57.26
01/03/2020,39,Fear,2020,55,2.86,17.23,-58.76,54.89
29/02/2020,38,Fear,2020,70,3.04,18.5,-57.06,53.28
28/02/2020,40,Fear,2020,58,2.29,15.64,-56.89,48.77
27/02/2020,39,Fear,2020,44,1.68,14.23,-50,46.31
26/02/2020,41,Fear,2020,62,1.33,11.63,-49.36,43
25/02/2020,44,Fear,2020,79,1.62,12.77,-49.33,41.51
24/02/2020,46,Fear,2020,160,1.58,12.02,-52.26,41.22
23/02/2020,46,Fear,2020,11,1.12,9.27,-44.11,36.84
22/02/2020,43,Fear,2020,207,1.21,9.96,-39.86,35.43
21/02/2020,44,Fear,2020,4,0.72,8.7,-39.99,36.01
20/02/2020,44,Fear,2020,125,0.63,8.77,-41.49,36.49
19/02/2020,50,Neutral,2020,115,0.72,10.43,-37.42,39.91
18/02/2020,53,Neutral,2020,139,1.05,11.26,-32.9,39.55
17/02/2020,49,Neutral,2020,98,1.28,10.16,-30.11,40.06
16/02/2020,59,Greed,2020,104,1.13,8.86,-33.29,37.67
15/02/2020,64,Greed,2020,143,0.8,9.11,-34.11,37.85
14/02/2020,63,Greed,2020,152,0.73,9.89,-27.7,39.8
13/02/2020,65,Greed,2020,253,0.88,9.25,-26.06,38.66
12/02/2020,61,Greed,2020,5,0.88,8.95,-26.12,38.07
11/02/2020,52,Neutral,2020,100,1.04,9.83,-25.48,37.24
10/02/2020,57,Greed,2020,107,1.69,10.38,-28.14,41.74
09/02/2020,56,Greed,2020,100,1.81,9.45,-33.6,39.66
08/02/2020,56,Greed,2020,87,1.33,8.83,-38.67,39.45
07/02/2020,56,Greed,2020,85,1.19,9.31,-45.14,37.3
06/02/2020,61,Greed,2020,70,0.93,10.44,-52.04,37.66
05/02/2020,53,Neutral,2020,72,1.27,10.5,-52.33,37.03
04/02/2020,56,Greed,2020,66,1.74,11.12,-52.9,38.57
03/02/2020,59,Greed,2020,64,1.48,12.33,-49.66,45.81
02/02/2020,57,Greed,2020,103,1.49,10.41,-49.69,42.32
01/02/2020,57,Greed,2020,46,1.48,11.27,-49.34,40.39
31/01/2020,55,Greed,2020,42,1.34,9.85,-52.11,37.71
30/01/2020,57,Greed,2020,38,1.22,9.82,-51.87,36.28
29/01/2020,57,Greed,2020,2,1.07,9.06,-57.24,34.2
28/01/2020,54,Neutral,2020,49,0.99,7.79,-61.96,31.94
27/01/2020,50,Neutral,2020,26,1.34,8.93,-53.19,37.63
26/01/2020,42,Fear,2020,14,1.44,7.91,-46.64,31.91
25/01/2020,41,Fear,2020,16,1.06,6.21,-49.37,28.89
24/01/2020,40,Fear,2020,-8,0.79,5.36,-53.82,24.7
23/01/2020,49,Neutral,2020,17,0.71,4.27,-46.36,21.91
22/01/2020,52,Neutral,2020,0,0.59,3.27,-50.65,19.85
21/01/2020,49,Neutral,2020,0,0.39,1.26,-25.7,12.96
20/01/2020,48,Neutral,2020,0,0.2,0.86,-27.69,13.62
19/01/2020,53,Neutral,2020,0,0.16,0.77,-29.21,11.44
18/01/2020,51,Neutral,2020,0,0.11,0.49,-25.87,9.31
17/01/2020,54,Neutral,2020,0,0.03,0.25,-16.48,5.99
16/01/2020,55,Greed,2020,0,0.02,0.16,-14.32,4.68
15/01/2020,54,Neutral,2020,0,0.01,0.12,-8.56,3.3
14/01/2020,56,Greed,2020,0,0.03,0.16,-8.05,4.27
13/01/2020,49,Neutral,2020,0,0.04,0.15,-7.93,3.1
12/01/2020,45,Fear,2020,0,0.08,0.39,-7.92,8.19
11/01/2020,50,Neutral,2020,0,0.01,0.05,-2.82,1.88
10/01/2020,41,Fear,2020,0,0.01,0.21,-5.33,6.1
09/01/2020,44,Fear,2020,0,0,0.02,-2.49,0.95
08/01/2020,51,Neutral,2020,0,0.01,0.02,-2.4,0.66
07/01/2020,40,Fear,2020,0,0,0.05,-1.92,1.59
06/01/2020,41,Fear,2020,0,0,0.04,0.26,1.19
05/01/2020,39,Fear,2020,0,0,0.02,0.35,0.67
04/01/2020,38,Fear,2020,0,0,0.03,0.41,1.07
03/01/2020,38,Fear,2020,0,0,0,0.26,0.2
02/01/2020,39,Fear,2020,0,0.01,0.01,0.26,0.3
01/01/2020,37,Fear,2020,0,0,0,0.35,0.09
